fname,label
06c535eb.wav,Telephone Squeak Gong
06d4796b.wav,Flute Tambourine Saxophone
06dcd7a0.wav,Squeak Drawer_open_or_close Shatter
06e1d866.wav,Squeak Fart Telephone
06e4a7a3.wav,Acoustic_guitar Violin_or_fiddle Cello
06e4c394.wav,Violin_or_fiddle Gong Acoustic_guitar
06ee2e39.wav,Trumpet Applause Saxophone
06faccbf.wav,Acoustic_guitar Scissors Fart
06fbe4da.wav,Bass_drum Gong Electric_piano
070096e9.wav,Clarinet Saxophone Oboe
070204c5.wav,Finger_snapping Fart Snare_drum
07038d45.wav,Squeak Finger_snapping Scissors
07063bc9.wav,Keys_jangling Computer_keyboard Scissors
070fea08.wav,Clarinet Flute Microwave_oven
0716b51d.wav,Double_bass Cello Microwave_oven
071b2b62.wav,Acoustic_guitar Scissors Tambourine
071e7724.wav,Bass_drum Knock Microwave_oven
071f4c75.wav,Flute Clarinet Gong
0722054b.wav,Clarinet Cough Saxophone
07256457.wav,Trumpet Saxophone Oboe
0730b080.wav,Snare_drum Hi-hat Scissors
0736d78e.wav,Fart Cough Harmonica
073d6755.wav,Knock Cello Gong
0745def5.wav,Acoustic_guitar Glockenspiel Electric_piano
0751e141.wav,Hi-hat Snare_drum Gong
0755629f.wav,Knock Bass_drum Drawer_open_or_close
075591e8.wav,Bass_drum Knock Electric_piano
0760a9e7.wav,Squeak Scissors Finger_snapping
076176f4.wav,Cowbell Glockenspiel Scissors
0761d26b.wav,Applause Fireworks Bus
07642d1b.wav,Acoustic_guitar Cello Computer_keyboard
07682400.wav,Oboe Bus Electric_piano
076d3b6c.wav,Trumpet Hi-hat Electric_piano
0776b083.wav,Hi-hat Finger_snapping Snare_drum
07776603.wav,Trumpet Hi-hat Fireworks
0779cb34.wav,Chime Telephone Bus
077a7711.wav,Snare_drum Finger_snapping Hi-hat
0790d4f8.wav,Hi-hat Writing Tearing
079367a7.wav,Flute Clarinet Saxophone
07954767.wav,Bass_drum Finger_snapping Snare_drum
07989042.wav,Trumpet Hi-hat Clarinet
0799369e.wav,Clarinet Saxophone Oboe
079faac8.wav,Harmonica Clarinet Oboe
07a8ddbf.wav,Shatter Keys_jangling Tearing
07ab0dcf.wav,Cello Double_bass Violin_or_fiddle
07b0fe34.wav,Computer_keyboard Writing Scissors
07b9c04c.wav,Bass_drum Microwave_oven Finger_snapping
07bac4d1.wav,Hi-hat Cough Bark
07c4fd98.wav,Acoustic_guitar Electric_piano Glockenspiel
07c8463e.wav,Cough Laughter Tearing
07c95625.wav,Meow Tearing Applause
07cf422e.wav,Acoustic_guitar Cello Electric_piano
07cffb09.wav,Fireworks Squeak Flute
07d5cca9.wav,Clarinet Oboe Saxophone
07d62787.wav,Trumpet Applause Saxophone
07dcd326.wav,Gunshot_or_gunfire Applause Snare_drum
07eef0c0.wav,Cello Double_bass Saxophone
07f06f30.wav,Bass_drum Finger_snapping Microwave_oven
07f1dab7.wav,Hi-hat Scissors Tambourine
07fbde49.wav,Trumpet Applause Clarinet
0802d9ec.wav,Trumpet Oboe Clarinet
080b53cc.wav,Acoustic_guitar Electric_piano Double_bass
081fbfd3.wav,Fart Scissors Harmonica
082cd9fe.wav,Acoustic_guitar Applause Computer_keyboard
083bba3c.wav,Clarinet Oboe Bark
0841041b.wav,Acoustic_guitar Gong Electric_piano
08426322.wav,Finger_snapping Writing Scissors
0844d331.wav,Oboe Microwave_oven Finger_snapping
08593822.wav,Saxophone Clarinet Trumpet
085a9c5b.wav,Cello Double_bass Violin_or_fiddle
087248e6.wav,Clarinet Flute Cello
087ed746.wav,Flute Clarinet Trumpet
08854d8c.wav,Bass_drum Finger_snapping Hi-hat
088bb565.wav,Cello Double_bass Gong
08904a43.wav,Violin_or_fiddle Gong Cello
08911c36.wav,Fart Burping_or_eructation Snare_drum
08941c53.wav,Writing Finger_snapping Computer_keyboard
0894d11f.wav,Hi-hat Finger_snapping Snare_drum
089f1097.wav,Trumpet Knock Hi-hat
089f44b1.wav,Drawer_open_or_close Tearing Shatter
08a82608.wav,Clarinet Violin_or_fiddle Cello
08be795d.wav,Bark Hi-hat Fireworks
08c9a7f7.wav,Bass_drum Snare_drum Finger_snapping
08d23bb8.wav,Gong Gunshot_or_gunfire Acoustic_guitar
08d9501a.wav,Snare_drum Microwave_oven Squeak
08ddd56e.wav,Bass_drum Scissors Cough
08e27974.wav,Gunshot_or_gunfire Shatter Keys_jangling
08ecc0a1.wav,Hi-hat Bass_drum Snare_drum
08f4b16b.wav,Fart Chime Microwave_oven
08fcf830.wav,Flute Bark Fireworks
0921f1f2.wav,Acoustic_guitar Electric_piano Double_bass
092a73e5.wav,Bass_drum Snare_drum Double_bass
092d89a0.wav,Cello Double_bass Acoustic_guitar
093963d5.wav,Cello Violin_or_fiddle Double_bass
0943fc2d.wav,Bass_drum Finger_snapping Tearing
09481a4c.wav,Bass_drum Hi-hat Finger_snapping
095428e8.wav,Cello Saxophone Violin_or_fiddle
09553ca1.wav,Bass_drum Knock Microwave_oven
095dd27c.wav,Drawer_open_or_close Squeak Scissors
0967cebd.wav,Saxophone Clarinet Oboe
0969d9d1.wav,Cello Acoustic_guitar Clarinet
096c3969.wav,Trumpet Hi-hat Applause
096fd039.wav,Fart Snare_drum Finger_snapping
0976741c.wav,Acoustic_guitar Double_bass Electric_piano
097cdef5.wav,Violin_or_fiddle Gong Bark
0984ea36.wav,Acoustic_guitar Double_bass Cello
0995f876.wav,Saxophone Telephone Electric_piano
09983766.wav,Squeak Finger_snapping Scissors
09a14a8e.wav,Bass_drum Tearing Applause
09b3e21c.wav,Clarinet Double_bass Gong
09c7044c.wav,Bass_drum Trumpet Gunshot_or_gunfire
09c71587.wav,Cello Applause Acoustic_guitar
09c8f697.wav,Bass_drum Double_bass Cello
09c9b50b.wav,Saxophone Electric_piano Finger_snapping
09cba9de.wav,Cello Clarinet Double_bass
09d0535a.wav,Fart Acoustic_guitar Snare_drum
09d2d1c0.wav,Saxophone Electric_piano Harmonica
09e5a0ee.wav,Acoustic_guitar Electric_piano Bass_drum
09e83f2a.wav,Saxophone Clarinet Trumpet
09eb9ddb.wav,Cello Acoustic_guitar Double_bass
09ec3afd.wav,Snare_drum Gunshot_or_gunfire Finger_snapping
09f02a4a.wav,Gunshot_or_gunfire Fireworks Bus
09f55e64.wav,Clarinet Glockenspiel Flute
0a001dfe.wav,Cough Fart Drawer_open_or_close
0a00b1a8.wav,Flute Fireworks Applause
0a0b26cc.wav,Bass_drum Finger_snapping Hi-hat
0a23fde2.wav,Meow Squeak Fart
0a3d6e55.wav,Microwave_oven Drawer_open_or_close Squeak
0a429107.wav,Hi-hat Finger_snapping Writing
0a5cbf90.wav,Chime Glockenspiel Gong
0a5f818e.wav,Meow Fireworks Bark
0a6219e5.wav,Cello Saxophone Electric_piano
0a67826b.wav,Bass_drum Knock Double_bass
0a695221.wav,Cowbell Scissors Writing
0a6ecade.wav,Bass_drum Finger_snapping Microwave_oven
0a71e42d.wav,Bass_drum Finger_snapping Scissors
0a79ddf7.wav,Acoustic_guitar Gong Chime
0a7c7060.wav,Shatter Microwave_oven Glockenspiel
0a7fbd54.wav,Hi-hat Snare_drum Finger_snapping
0a7ff75b.wav,Bass_drum Fart Gunshot_or_gunfire
0a848902.wav,Flute Clarinet Oboe
0a8b7299.wav,Glockenspiel Knock Cowbell
0a8d849e.wav,Bass_drum Knock Snare_drum
0a979caf.wav,Clarinet Flute Electric_piano
0aaa4d2f.wav,Bass_drum Electric_piano Finger_snapping
0aab4d0f.wav,Trumpet Applause Hi-hat
0ab56675.wav,Acoustic_guitar Laughter Cough
0ab99db4.wav,Saxophone Electric_piano Flute
0acc6947.wav,Cowbell Cello Double_bass
0ace560e.wav,Clarinet Gong Glockenspiel
0ace703f.wav,Acoustic_guitar Electric_piano Glockenspiel
0ad916a0.wav,Double_bass Cello Electric_piano
0adf81d5.wav,Bark Snare_drum Hi-hat
0ae1945c.wav,Acoustic_guitar Electric_piano Cello
0af843ea.wav,Gunshot_or_gunfire Snare_drum Bass_drum
0b0132c8.wav,Hi-hat Trumpet Knock
0b0427e2.wav,Laughter Hi-Hat Flute
0b07dc21.wav,Clarinet Saxophone Flute
0b0df9a0.wav,Bus Squeak Fart
0b157a67.wav,Bass_drum Finger_snapping Snare_drum
0b232eb1.wav,Bass_drum Knock Double_bass
0b244358.wav,Trumpet Applause Oboe
0b273087.wav,Clarinet Saxophone Trumpet
0b278db1.wav,Applause Computer_keyboard Scissors
0b2f18fa.wav,Squeak Meow Microwave_oven
0b321436.wav,Bass_drum Gunshot_or_gunfire Finger_snapping
0b32ee85.wav,Double_bass Cello Trumpet
0b38f744.wav,Hi-hat Gong Glockenspiel
0b3c86c9.wav,Tearing Drawer_open_or_close Scissors
0b430780.wav,Gunshot_or_gunfire Fireworks Shatter
0b495758.wav,Fart Telephone Harmonica
0b4bb93c.wav,Tambourine Keys_jangling Finger_snapping
0b50d4c8.wav,Acoustic_guitar Scissors Applause
0b58b074.wav,Hi-hat Snare_drum Gong
0b58c7e9.wav,Clarinet Telephone Flute
0b5fb43f.wav,Snare_drum Squeak Applause
0b62b09f.wav,Clarinet Acoustic_guitar Cello
0b752229.wav,Squeak Meow Telephone
0b763e4f.wav,Trumpet Applause Finger_snapping
0b79fdea.wav,Tambourine Keys_jangling Scissors
0b7b694c.wav,Double_bass Electric_piano Bass_drum
0b8844bd.wav,Acoustic_guitar Violin_or_fiddle Gong
0b8b79ad.wav,Acoustic_guitar Electric_piano Fireworks
0b8dfa34.wav,Clarinet Saxophone Electric_piano
0b9415cd.wav,Clarinet Harmonica Saxophone
0ba34dec.wav,Clarinet Saxophone Oboe
0baa37ed.wav,Hi-hat Snare_drum Finger_snapping
0bb6a21d.wav,Cello Double_bass Cough
0bb807c0.wav,Clarinet Harmonica Oboe
0bc52ede.wav,Acoustic_guitar Gong Cello
0bc8ad78.wav,Keys_jangling Hi-hat Shatter
0bc938fb.wav,Cello Double_bass Acoustic_guitar
0bd5adf9.wav,Squeak Microwave_oven Acoustic_guitar
0bdc064a.wav,Flute Clarinet Glockenspiel
0be5aa79.wav,Bass_drum Gunshot_or_gunfire Snare_drum
0be7620d.wav,Bass_drum Knock Microwave_oven
0beb8325.wav,Violin_or_fiddle Cello Snare_drum
0bec9842.wav,Clarinet Saxophone Harmonica
0befc5cb.wav,Laughter Cough Acoustic_guitar
0bf9fbd3.wav,Bass_drum Knock Snare_drum
0c13feb9.wav,Acoustic_guitar Clarinet Laughter
0c1bb3e9.wav,Flute Clarinet Trumpet
0c1fbece.wav,Trumpet Applause Bus
0c27bc2d.wav,Acoustic_guitar Electric_piano Squeak
0c31ca4c.wav,Flute Saxophone Clarinet
0c3b5861.wav,Clarinet Gong Cello
0c3dfac0.wav,Clarinet Telephone Glockenspiel
0c40bbb0.wav,Bass_drum Finger_snapping Microwave_oven
0c4de54a.wav,Clarinet Squeak Bark
0c561099.wav,Trumpet Applause Fireworks
0c58f71a.wav,Clarinet Squeak Bark
0c654cc0.wav,Trumpet Applause Electric_piano
0c6ccd3a.wav,Trumpet Flute Clarinet
0c7311f7.wav,Flute Violin_or_fiddle Cello
0c736a0f.wav,Trumpet Hi-hat Glockenspiel
0c7a124d.wav,Clarinet Gong Writing
0c7a8b1b.wav,Flute Clarinet Saxophone
0c7c51fa.wav,Double_bass Knock Microwave_oven
0c8071a4.wav,Knock Bass_drum Telephone
0c80cb97.wav,Trumpet Meow Bark
0c80f6dc.wav,Bass_drum Finger_snapping Snare_drum
0c91a6b2.wav,Meow Microwave_oven Scissors
0c9250b8.wav,Bass_drum Snare_drum Finger_snapping
0ca5bba6.wav,Hi-hat Gong Shatter
0cb0d029.wav,Burping_or_eructation Finger_snapping Snare_drum
0cb48b8e.wav,Flute Clarinet Saxophone
0cb5b4a8.wav,Bass_drum Double_bass Electric_piano
0cbe7e42.wav,Flute Glockenspiel Electric_piano
0cc0af58.wav,Cello Double_bass Saxophone
0cd0ec27.wav,Bass_drum Snare_drum Finger_snapping
0cd0f2ef.wav,Acoustic_guitar Scissors Electric_piano
0ce09e4a.wav,Flute Clarinet Electric_piano
0ce127f9.wav,Meow Applause Fireworks
0ceaab13.wav,Bass_drum Knock Snare_drum
0ceb2140.wav,Cough Laughter Fart
0cec29e8.wav,Flute Clarinet Saxophone
0cefa487.wav,Acoustic_guitar Electric_piano Scissors
0cf2bcda.wav,Acoustic_guitar Cello Double_bass
0cf319fa.wav,Flute Clarinet Saxophone
0cf34718.wav,Clarinet Acoustic_guitar Glockenspiel
0cf34f6e.wav,Gunshot_or_gunfire Squeak Drawer_open_or_close
0d056139.wav,Hi-hat Burping_or_eructation Bass_drum
0d1bf5b4.wav,Burping_or_eructation Fart Tearing
0d20e8f7.wav,Bass_drum Knock Snare_drum
0d23dd3a.wav,Clarinet Flute Microwave_oven
0d242640.wav,Clarinet Saxophone Electric_piano
0d2d13b7.wav,Hi-hat Gong Chime
0d34cc5a.wav,Gunshot_or_gunfire Snare_drum Finger_snapping
0d415918.wav,Shatter Microwave_oven Gunshot_or_gunfire
0d449433.wav,Bass_drum Snare_drum Hi-hat
0d4ca47e.wav,Harmonica Acoustic_guitar Hi-hat
0d5bb142.wav,Trumpet Applause Clarinet
0d6e2584.wav,Cough Squeak Drawer_open_or_close
0d7549a4.wav,Clarinet Oboe Saxophone
0d7f7f76.wav,Acoustic_guitar Gong Electric_piano
0d89b6a4.wav,Clarinet Cello Gong
0d8d0cbd.wav,Tearing Writing Scissors
0d90d498.wav,Acoustic_guitar Cello Finger_snapping
0d950fc6.wav,Bass_drum Finger_snapping Snare_drum
0d976b22.wav,Bass_drum Microwave_oven Knock
0d98574f.wav,Cello Violin_or_fiddle Double_bass
0d99cfde.wav,Trumpet Hi-hat Clarinet
0d9de265.wav,Clarinet Bus Trumpet
0da2acf4.wav,Fart Bus Applause
0da592f2.wav,Clarinet Oboe Saxophone
0daa7a68.wav,Bass_drum Double_bass Finger_snapping
0db0fb36.wav,Drawer_open_or_close Computer_keyboard Microwave_oven
0db21ee8.wav,Clarinet Glockenspiel Gong
0db35f79.wav,Bass_drum Hi-hat Shatter
0db65bf4.wav,Clarinet Saxophone Violin_or_fiddle
0db6ac5f.wav,Trumpet Hi-hat Shatter
0dbb37b3.wav,Chime Flute Electric_piano
0dc193fe.wav,Tearing Shatter Drawer_open_or_close
0dc7fd72.wav,Bass_drum Electric_piano Double_bass
0dd0e034.wav,Cello Violin_or_fiddle Double_bass
0dd68380.wav,Acoustic_guitar Cowbell Scissors
0de4b9f0.wav,Acoustic_guitar Cello Double_bass
0def8cc7.wav,Acoustic_guitar Electric_piano Double_bass
0df38dfd.wav,Cello Double_bass Electric_piano
0e06ba41.wav,Acoustic_guitar Tambourine Laughter
0e12c15c.wav,Bass_drum Electric_piano Knock
0e1bd033.wav,Applause Scissors Squeak
0e23a6f4.wav,Keys_jangling Scissors Tambourine
0e26ccc9.wav,Squeak Drawer_open_or_close Cough
0e2d428f.wav,Clarinet Flute Cello
0e2ff60a.wav,Clarinet Flute Oboe
0e373704.wav,Flute Cowbell Clarinet
0e398b30.wav,Clarinet Saxophone Bus
0e3b99ce.wav,Fart Cough Tearing
0e3cdc5d.wav,Cello Double_bass Acoustic_guitar
0e3d8062.wav,Gunshot_or_gunfire Fart Acoustic_guitar
0e45be94.wav,Cello Double_bass Electric_piano
0e468de3.wav,Bass_drum Knock Double_bass
0e507ea4.wav,Flute Clarinet Saxophone
0e5184a9.wav,Acoustic_guitar Electric_piano Cello
0e551b02.wav,Acoustic_guitar Electric_piano Violin_or_fiddle
0e596194.wav,Clarinet Electric_piano Acoustic_guitar
0e596a0b.wav,Bass_drum Snare_drum Tearing
0e5a2f7e.wav,Bass_drum Finger_snapping Snare_drum
0e5e9be8.wav,Bass_drum Gong Snare_drum
0e666b44.wav,Clarinet Double_bass Cello
